User_ID,Date,Steps,Calories_Burned,Sleep_Hours,Heart_Rate
U8990,2024-06-15 06:00:00,13099,104.54,7.5,70
U8991,2024-06-15 07:00:00,2561,736.07,9.3,80
U8992,2024-06-15 08:00:00,6447,145.77,3.0,67
U8993,2024-06-15 09:00:00,10303,116.15,5.8,85
U8994,2024-06-15 10:00:00,3154,142.58,9.3,71
U8995,2024-06-15 11:00:00,13524,367.43,7.7,72
U8996,2024-06-15 12:00:00,14623,457.38,6.3,69
U8997,2024-06-15 13:00:00,1203,121.05,5.9,88
U8998,2024-06-15 14:00:00,5676,639.49,9.3,67
U8999,2024-06-15 15:00:00,11831,200.12,8.8,97
U9000,2024-06-15 16:00:00,7079,470.35,3.1,60
U9001,2024-06-15 17:00:00,1863,418.34,3.8,68
U9002,2024-06-15 18:00:00,14980,729.23,6.6,63
U9003,2024-06-15 19:00:00,4709,719.98,3.8,92
U9004,2024-06-15 20:00:00,14160,228.81,4.9,80
U9005,2024-06-15 21:00:00,12213,453.82,8.8,66
U9006,2024-06-15 22:00:00,7970,789.05,5.7,91
U9007,2024-06-15 23:00:00,13824,298.89,6.2,98
U9008,2024-06-16 00:00:00,14255,105.25,4.2,87
U9009,2024-06-16 01:00:00,9725,588.52,7.2,85
U9010,2024-06-16 02:00:00,6062,427.4,3.8,96
U9011,2024-06-16 03:00:00,9931,754.72,7.4,93
U9012,2024-06-16 04:00:00,11030,481.4,8.2,68
U9013,2024-06-16 05:00:00,5406,433.62,9.1,65
U9014,2024-06-16 06:00:00,3312,736.14,7.1,81
U9015,2024-06-16 07:00:00,12121,335.29,5.3,68
U9016,2024-06-16 08:00:00,9565,498.08,9.0,74
U9017,2024-06-16 09:00:00,13140,684.28,7.2,60
U9018,2024-06-16 10:00:00,3658,498.19,5.5,91
U9019,2024-06-16 11:00:00,12686,273.35,5.3,77
U9020,2024-06-16 12:00:00,5315,468.74,5.2,70
U9021,2024-06-16 13:00:00,2500,374.02,3.4,94
U9022,2024-06-16 14:00:00,1519,788.54,3.7,92
U9023,2024-06-16 15:00:00,1362,88.21,3.6,63
U9024,2024-06-16 16:00:00,2476,625.98,5.2,93
U9025,2024-06-16 17:00:00,13911,68.01,6.3,78
U9026,2024-06-16 18:00:00,3012,502.94,4.0,71
U9027,2024-06-16 19:00:00,4324,373.2,8.8,99
U9028,2024-06-16 20:00:00,11144,732.83,3.5,95
U9029,2024-06-16 21:00:00,6855,454.51,9.6,81
U9030,2024-06-16 22:00:00,9191,670.5,3.5,71
U9031,2024-06-16 23:00:00,13500,554.11,9.3,87
U9032,2024-06-17 00:00:00,14961,385.29,4.8,74
U9033,2024-06-17 01:00:00,14161,303.28,9.9,63
U9034,2024-06-17 02:00:00,6263,137.78,6.6,67
U9035,2024-06-17 03:00:00,1530,60.14,3.1,90
U9036,2024-06-17 04:00:00,13735,51.05,5.0,85
U9037,2024-06-17 05:00:00,5147,219.43,9.6,62
U9038,2024-06-17 06:00:00,14516,470.69,5.1,98
U9039,2024-06-17 07:00:00,3702,781.62,5.5,66
U9040,2024-06-17 08:00:00,10769,578.92,3.3,74
U9041,2024-06-17 09:00:00,14667,103.01,4.8,79
U9042,2024-06-17 10:00:00,2631,533.91,4.8,76
U9043,2024-06-17 11:00:00,11578,414.12,8.0,91
U9044,2024-06-17 12:00:00,1846,527.14,6.5,69
U9045,2024-06-17 13:00:00,8845,517.39,4.1,75
U9046,2024-06-17 14:00:00,10087,157.96,8.6,85
U9047,2024-06-17 15:00:00,14909,739.59,7.3,81
U9048,2024-06-17 16:00:00,11032,465.91,4.9,74
U9049,2024-06-17 17:00:00,10548,575.57,4.6,71
U9050,2024-06-17 18:00:00,2619,340.31,9.5,98
U9051,2024-06-17 19:00:00,2870,141.72,7.5,62
U9052,2024-06-17 20:00:00,3246,568.2,8.7,83
U9053,2024-06-17 21:00:00,10654,756.87,4.6,61
U9054,2024-06-17 22:00:00,3197,485.85,7.1,63
U9055,2024-06-17 23:00:00,11154,198.99,3.4,82
U9056,2024-06-18 00:00:00,7193,517.44,7.2,82
U9057,2024-06-18 01:00:00,2363,371.7,4.4,67
U9058,2024-06-18 02:00:00,13923,349.28,7.7,71
U9059,2024-06-18 03:00:00,4602,735.13,9.5,68
U9060,2024-06-18 04:00:00,10050,602.81,6.2,70
U9061,2024-06-18 05:00:00,12409,431.58,5.1,90
U9062,2024-06-18 06:00:00,9969,363.13,3.9,60
U9063,2024-06-18 07:00:00,9241,232.2,7.7,94
U9064,2024-06-18 08:00:00,11800,307.6,7.1,74
U9065,2024-06-18 09:00:00,14224,455.46,6.8,66
U9066,2024-06-18 10:00:00,12874,86.26,9.6,87
U9067,2024-06-18 11:00:00,1375,318.14,9.8,65
U9068,2024-06-18 12:00:00,1022,420.57,8.0,79
U9069,2024-06-18 13:00:00,14387,506.22,4.4,83
U9070,2024-06-18 14:00:00,3672,607.33,9.6,95
U9071,2024-06-18 15:00:00,13570,60.37,5.4,97
U9072,2024-06-18 16:00:00,2029,271.1,3.6,71
U9073,2024-06-18 17:00:00,5375,245.72,4.7,62
U9074,2024-06-18 18:00:00,11837,440.96,8.8,87
U9075,2024-06-18 19:00:00,1392,399.51,4.4,71
U9076,2024-06-18 20:00:00,4517,109.93,5.8,75
U9077,2024-06-18 21:00:00,10285,621.01,4.9,74
U9078,2024-06-18 22:00:00,10689,565.45,3.3,90
U9079,2024-06-18 23:00:00,7124,665.86,6.9,80
U9080,2024-06-19 00:00:00,8501,133.28,7.4,77
U9081,2024-06-19 01:00:00,9675,429.67,8.5,65
U9082,2024-06-19 02:00:00,12049,502.79,5.9,76
U9083,2024-06-19 03:00:00,5923,86.7,4.0,82
U9084,2024-06-19 04:00:00,13114,769.56,7.6,94
U9085,2024-06-19 05:00:00,11415,645.83,9.2,77
U9086,2024-06-19 06:00:00,9422,232.74,3.8,70
U9087,2024-06-19 07:00:00,1086,521.56,4.3,82
U9088,2024-06-19 08:00:00,5484,157.53,5.3,76
U9089,2024-06-19 09:00:00,2643,704.91,7.6,65
U9090,2024-06-19 10:00:00,9910,123.76,6.7,83
U9091,2024-06-19 11:00:00,5832,728.07,8.0,96
U9092,2024-06-19 12:00:00,3229,670.89,3.2,75
U9093,2024-06-19 13:00:00,3469,408.67,8.7,88
U9094,2024-06-19 14:00:00,7596,539.45,9.9,88
U9095,2024-06-19 15:00:00,3248,234.36,3.3,87
U9096,2024-06-19 16:00:00,1582,338.26,6.5,75
U9097,2024-06-19 17:00:00,5119,213.08,8.2,62
U9098,2024-06-19 18:00:00,1872,445.71,6.3,83
U9099,2024-06-19 19:00:00,3383,289.01,7.2,77
U9100,2024-06-19 20:00:00,9164,313.66,9.4,76
U9101,2024-06-19 21:00:00,4721,382.07,6.8,69
U9102,2024-06-19 22:00:00,10684,704.44,4.7,96
U9103,2024-06-19 23:00:00,8316,461.46,8.2,84
U9104,2024-06-20 00:00:00,14294,654.95,5.6,95
U9105,2024-06-20 01:00:00,14887,686.41,5.0,82
U9106,2024-06-20 02:00:00,13428,234.07,4.7,78
U9107,2024-06-20 03:00:00,7897,633.27,3.6,69
U9108,2024-06-20 04:00:00,12510,536.5,9.5,70
U9109,2024-06-20 05:00:00,2094,430.55,6.9,64
U9110,2024-06-20 06:00:00,5007,116.5,9.7,65
U9111,2024-06-20 07:00:00,5487,479.25,9.0,62
U9112,2024-06-20 08:00:00,3295,166.54,3.2,97
U9113,2024-06-20 09:00:00,10320,662.19,4.7,70
U9114,2024-06-20 10:00:00,6171,750.97,5.2,83
U9115,2024-06-20 11:00:00,3305,408.58,6.4,85
U9116,2024-06-20 12:00:00,6604,380.4,8.0,85
U9117,2024-06-20 13:00:00,9597,416.59,7.8,83
U9118,2024-06-20 14:00:00,2654,100.39,9.9,99
U9119,2024-06-20 15:00:00,5981,227.74,9.5,63
U9120,2024-06-20 16:00:00,12267,755.46,4.3,69
U9121,2024-06-20 17:00:00,10779,308.81,9.0,93
U9122,2024-06-20 18:00:00,7510,493.52,8.9,88
U9123,2024-06-20 19:00:00,11246,536.86,7.0,85
U9124,2024-06-20 20:00:00,13288,707.87,5.4,78
U9125,2024-06-20 21:00:00,13626,228.63,4.5,80
U9126,2024-06-20 22:00:00,12961,717.6,4.5,78
U9127,2024-06-20 23:00:00,4773,343.74,5.4,99
U9128,2024-06-21 00:00:00,5445,741.33,6.5,97
U9129,2024-06-21 01:00:00,7769,358.49,7.1,78
U9130,2024-06-21 02:00:00,8873,127.97,5.3,77
U9131,2024-06-21 03:00:00,3102,89.09,5.5,73
U9132,2024-06-21 04:00:00,4852,775.47,3.1,94
U9133,2024-06-21 05:00:00,9987,141.0,3.0,77
U9134,2024-06-21 06:00:00,12138,455.89,9.4,87
U9135,2024-06-21 07:00:00,11511,445.23,3.1,78
U9136,2024-06-21 08:00:00,3904,351.02,3.2,84
U9137,2024-06-21 09:00:00,2453,363.52,4.4,74
U9138,2024-06-21 10:00:00,10070,406.79,8.2,62
U9139,2024-06-21 11:00:00,13664,124.65,7.8,82
U9140,2024-06-21 12:00:00,9578,643.18,7.5,71
U9141,2024-06-21 13:00:00,12873,332.8,7.0,91
U9142,2024-06-21 14:00:00,3434,233.4,4.4,87
U9143,2024-06-21 15:00:00,10372,288.7,5.8,93
U9144,2024-06-21 16:00:00,5519,508.9,6.3,60
U9145,2024-06-21 17:00:00,1786,631.33,7.1,69
U9146,2024-06-21 18:00:00,7803,165.06,4.4,86
U9147,2024-06-21 19:00:00,13564,494.43,8.1,71
U9148,2024-06-21 20:00:00,4219,366.81,5.2,95
U9149,2024-06-21 21:00:00,11030,696.48,7.6,92
U9150,2024-06-21 22:00:00,8258,761.97,6.6,63
U9151,2024-06-21 23:00:00,7699,558.91,7.1,80
U9152,2024-06-22 00:00:00,2773,492.35,5.9,79
U9153,2024-06-22 01:00:00,12377,635.27,6.1,76
U9154,2024-06-22 02:00:00,3042,421.85,9.1,93
U9155,2024-06-22 03:00:00,10816,91.53,6.3,73
U9156,2024-06-22 04:00:00,8169,575.82,8.6,69
U9157,2024-06-22 05:00:00,12764,485.29,5.8,79
U9158,2024-06-22 06:00:00,8608,163.58,7.9,94
U9159,2024-06-22 07:00:00,10440,209.73,4.6,74
U9160,2024-06-22 08:00:00,5242,223.01,9.4,98
U9161,2024-06-22 09:00:00,2625,599.31,9.8,86
U9162,2024-06-22 10:00:00,2471,438.78,9.3,74
U9163,2024-06-22 11:00:00,6549,85.92,5.4,78
U9164,2024-06-22 12:00:00,12944,678.47,4.9,85
U9165,2024-06-22 13:00:00,2346,533.72,4.3,71
U9166,2024-06-22 14:00:00,10306,599.86,9.1,83
U9167,2024-06-22 15:00:00,1013,753.08,3.8,95
U9168,2024-06-22 16:00:00,10363,245.13,7.5,92
U9169,2024-06-22 17:00:00,2826,492.21,5.3,64
U9170,2024-06-22 18:00:00,12734,620.11,4.3,68
U9171,2024-06-22 19:00:00,9600,434.59,4.3,99
U9172,2024-06-22 20:00:00,13671,414.55,9.1,73
U9173,2024-06-22 21:00:00,6507,746.54,9.0,95
U9174,2024-06-22 22:00:00,5152,232.7,4.9,84
U9175,2024-06-22 23:00:00,3561,539.66,3.2,66
U9176,2024-06-23 00:00:00,12841,777.72,9.1,93
U9177,2024-06-23 01:00:00,11584,214.99,3.4,66
U9178,2024-06-23 02:00:00,2902,396.81,3.6,90
U9179,2024-06-23 03:00:00,12350,781.58,8.8,91
U9180,2024-06-23 04:00:00,9596,76.89,8.7,80
U9181,2024-06-23 05:00:00,13532,522.39,4.4,74
U9182,2024-06-23 06:00:00,8916,353.41,3.3,89
U9183,2024-06-23 07:00:00,6720,628.32,3.4,63
U9184,2024-06-23 08:00:00,1858,292.43,6.2,93
U9185,2024-06-23 09:00:00,11189,329.66,5.9,68
U9186,2024-06-23 10:00:00,1208,436.73,4.3,71
U9187,2024-06-23 11:00:00,3190,309.41,9.4,89
U9188,2024-06-23 12:00:00,9109,244.68,6.9,83
U9189,2024-06-23 13:00:00,8794,316.5,8.7,88
U9190,2024-06-23 14:00:00,2822,730.96,3.7,81
U9191,2024-06-23 15:00:00,8741,307.01,9.8,94
U9192,2024-06-23 16:00:00,1545,724.57,8.7,79
U9193,2024-06-23 17:00:00,9995,203.76,5.0,96
U9194,2024-06-23 18:00:00,2127,554.14,3.1,68
U9195,2024-06-23 19:00:00,14355,608.72,4.2,81
U9196,2024-06-23 20:00:00,7476,133.52,5.9,75
U9197,2024-06-23 21:00:00,5092,457.99,3.0,61
U9198,2024-06-23 22:00:00,1246,59.81,3.3,82
U9199,2024-06-23 23:00:00,11769,746.17,3.7,88
U9200,2024-06-24 00:00:00,9656,443.2,8.7,70
U9201,2024-06-24 01:00:00,7444,77.57,6.8,94
U9202,2024-06-24 02:00:00,1619,562.42,4.3,81
U9203,2024-06-24 03:00:00,2958,714.28,4.9,62
U9204,2024-06-24 04:00:00,12227,603.14,7.5,71
U9205,2024-06-24 05:00:00,7681,150.31,5.2,60
U9206,2024-06-24 06:00:00,11607,454.92,7.8,85
U9207,2024-06-24 07:00:00,10421,599.82,8.4,93
U9208,2024-06-24 08:00:00,9548,650.43,5.1,88
U9209,2024-06-24 09:00:00,3378,62.0,5.6,92
U9210,2024-06-24 10:00:00,4351,262.8,3.4,91
U9211,2024-06-24 11:00:00,1884,713.48,8.7,84
U9212,2024-06-24 12:00:00,7585,243.82,7.2,95
U9213,2024-06-24 13:00:00,13788,404.4,9.2,61
U9214,2024-06-24 14:00:00,10950,572.5,4.3,74
U9215,2024-06-24 15:00:00,14031,789.2,9.7,72
U9216,2024-06-24 16:00:00,12112,369.4,7.9,74
U9217,2024-06-24 17:00:00,10649,427.76,4.4,65
U9218,2024-06-24 18:00:00,7343,468.97,6.2,80
U9219,2024-06-24 19:00:00,1550,225.62,7.9,85
U9220,2024-06-24 20:00:00,9391,326.51,3.1,94
U9221,2024-06-24 21:00:00,10582,375.85,8.5,77
U9222,2024-06-24 22:00:00,4742,64.49,9.6,65
U9223,2024-06-24 23:00:00,13626,55.71,3.6,73
U9224,2024-06-25 00:00:00,2443,218.23,9.3,77
U9225,2024-06-25 01:00:00,5774,434.17,6.3,79
U9226,2024-06-25 02:00:00,9468,766.77,6.6,74
U9227,2024-06-25 03:00:00,1053,779.45,8.9,86
U9228,2024-06-25 04:00:00,1163,535.39,7.1,83
U9229,2024-06-25 05:00:00,7798,670.26,5.5,71
U9230,2024-06-25 06:00:00,14697,725.52,8.1,60
U9231,2024-06-25 07:00:00,11315,679.35,4.0,73
U9232,2024-06-25 08:00:00,3789,457.78,7.7,91
U9233,2024-06-25 09:00:00,14293,578.13,8.4,62
U9234,2024-06-25 10:00:00,5517,52.73,5.3,69
U9235,2024-06-25 11:00:00,13864,536.05,9.8,85
U9236,2024-06-25 12:00:00,10445,369.4,7.5,90
U9237,2024-06-25 13:00:00,10521,533.53,3.7,69
U9238,2024-06-25 14:00:00,10177,570.81,9.8,60
U9239,2024-06-25 15:00:00,12380,123.42,8.2,91
U9240,2024-06-25 16:00:00,6359,705.91,7.9,78
U9241,2024-06-25 17:00:00,6652,181.8,4.8,60
U9242,2024-06-25 18:00:00,2080,57.85,6.3,85
U9243,2024-06-25 19:00:00,9850,372.28,9.3,64
U9244,2024-06-25 20:00:00,6148,117.25,5.2,85
U9245,2024-06-25 21:00:00,3265,766.98,6.0,97
U9246,2024-06-25 22:00:00,5641,262.86,4.8,60
U9247,2024-06-25 23:00:00,11226,217.7,4.5,89
U9248,2024-06-26 00:00:00,1848,246.49,3.3,71
U9249,2024-06-26 01:00:00,9657,262.52,8.2,95
U9250,2024-06-26 02:00:00,5661,96.93,3.6,95
U9251,2024-06-26 03:00:00,8711,455.0,6.7,83
U9252,2024-06-26 04:00:00,5599,63.5,3.3,84
U9253,2024-06-26 05:00:00,6661,610.08,9.9,67
U9254,2024-06-26 06:00:00,10566,625.8,8.0,71
U9255,2024-06-26 07:00:00,14636,349.77,7.4,86
U9256,2024-06-26 08:00:00,7111,778.11,4.3,71
U9257,2024-06-26 09:00:00,13828,636.35,6.7,91
U9258,2024-06-26 10:00:00,6515,142.3,6.5,94
U9259,2024-06-26 11:00:00,10998,784.89,5.5,75
U9260,2024-06-26 12:00:00,11318,683.84,4.1,95
U9261,2024-06-26 13:00:00,9610,577.99,5.6,89
U9262,2024-06-26 14:00:00,2459,540.09,7.3,96
U9263,2024-06-26 15:00:00,5532,503.56,6.4,91
U9264,2024-06-26 16:00:00,7029,792.67,7.0,74
U9265,2024-06-26 17:00:00,7289,408.87,7.0,80
U9266,2024-06-26 18:00:00,3213,174.37,4.7,99
U9267,2024-06-26 19:00:00,1597,270.84,3.8,88
U9268,2024-06-26 20:00:00,10381,331.41,6.7,89
U9269,2024-06-26 21:00:00,14706,287.32,9.2,84
U9270,2024-06-26 22:00:00,13098,72.76,10.0,79
U9271,2024-06-26 23:00:00,14564,105.3,8.5,69
U9272,2024-06-27 00:00:00,13237,53.7,4.5,90
U9273,2024-06-27 01:00:00,6528,559.33,7.4,60
U9274,2024-06-27 02:00:00,9637,548.38,4.7,69
U9275,2024-06-27 03:00:00,5749,101.1,7.0,77
U9276,2024-06-27 04:00:00,1046,286.39,6.4,95
U9277,2024-06-27 05:00:00,14406,262.26,5.7,72
U9278,2024-06-27 06:00:00,13120,390.2,7.5,91
U9279,2024-06-27 07:00:00,10704,319.02,9.0,81
U9280,2024-06-27 08:00:00,8890,665.38,5.4,65
U9281,2024-06-27 09:00:00,2286,712.01,6.4,92
U9282,2024-06-27 10:00:00,3701,204.53,6.2,60
U9283,2024-06-27 11:00:00,11140,140.75,4.7,62
U9284,2024-06-27 12:00:00,1942,679.48,5.9,64
U9285,2024-06-27 13:00:00,11893,426.12,3.2,86
U9286,2024-06-27 14:00:00,14270,293.28,6.6,71
U9287,2024-06-27 15:00:00,3290,88.54,8.0,92
U9288,2024-06-27 16:00:00,12917,504.59,5.6,86
U9289,2024-06-27 17:00:00,14142,205.79,8.2,72
U9290,2024-06-27 18:00:00,1903,78.27,8.3,70
U9291,2024-06-27 19:00:00,6452,383.61,9.9,70
U9292,2024-06-27 20:00:00,3659,497.85,6.8,95
U9293,2024-06-27 21:00:00,2131,178.53,5.8,63
U9294,2024-06-27 22:00:00,3368,538.59,7.5,77
U9295,2024-06-27 23:00:00,7948,191.67,7.4,77
U9296,2024-06-28 00:00:00,13761,65.55,9.9,87
U9297,2024-06-28 01:00:00,11947,161.7,8.0,65
U9298,2024-06-28 02:00:00,4544,490.25,5.1,64
U9299,2024-06-28 03:00:00,9658,526.48,4.3,70
U9300,2024-06-28 04:00:00,5057,698.59,8.5,64
U9301,2024-06-28 05:00:00,5850,96.79,4.3,68
U9302,2024-06-28 06:00:00,5034,764.72,7.4,82
U9303,2024-06-28 07:00:00,2135,441.44,3.9,70
U9304,2024-06-28 08:00:00,10670,234.19,8.0,74
U9305,2024-06-28 09:00:00,5383,324.06,8.5,84
U9306,2024-06-28 10:00:00,6572,91.76,9.9,76
U9307,2024-06-28 11:00:00,9532,132.57,9.7,85
U9308,2024-06-28 12:00:00,1659,711.8,8.0,73
U9309,2024-06-28 13:00:00,1185,129.43,4.9,98
U9310,2024-06-28 14:00:00,3076,91.88,3.3,68
U9311,2024-06-28 15:00:00,2431,498.7,6.9,86
U9312,2024-06-28 16:00:00,14184,337.05,8.4,94
U9313,2024-06-28 17:00:00,1746,354.45,3.1,86
U9314,2024-06-28 18:00:00,14338,140.2,6.7,75
U9315,2024-06-28 19:00:00,14272,83.13,9.2,81
U9316,2024-06-28 20:00:00,4834,699.3,7.5,89
U9317,2024-06-28 21:00:00,9724,342.15,7.8,85
U9318,2024-06-28 22:00:00,8056,132.58,6.3,98
U9319,2024-06-28 23:00:00,8259,200.19,9.6,98
U9320,2024-06-29 00:00:00,3975,127.18,5.6,92
U9321,2024-06-29 01:00:00,7315,408.57,5.7,99
U9322,2024-06-29 02:00:00,5209,652.63,6.6,60
U9323,2024-06-29 03:00:00,10313,345.11,7.1,71
U9324,2024-06-29 04:00:00,8422,514.92,6.8,76
U9325,2024-06-29 05:00:00,4093,556.58,8.7,84
U9326,2024-06-29 06:00:00,10336,584.06,8.8,88
U9327,2024-06-29 07:00:00,9402,504.15,3.9,87
U9328,2024-06-29 08:00:00,4773,465.57,7.2,78
U9329,2024-06-29 09:00:00,3863,408.79,9.9,69
U9330,2024-06-29 10:00:00,8815,405.2,7.2,70
U9331,2024-06-29 11:00:00,3433,299.7,7.8,69
U9332,2024-06-29 12:00:00,14188,428.41,9.0,89
U9333,2024-06-29 13:00:00,8451,409.29,9.1,66
U9334,2024-06-29 14:00:00,2923,289.57,3.1,64
U9335,2024-06-29 15:00:00,12316,275.86,4.7,87
U9336,2024-06-29 16:00:00,11083,384.55,9.0,79
U9337,2024-06-29 17:00:00,1640,652.29,7.7,91
U9338,2024-06-29 18:00:00,10806,235.78,7.4,71
U9339,2024-06-29 19:00:00,2484,684.05,9.0,64
U9340,2024-06-29 20:00:00,6854,592.97,8.6,89
U9341,2024-06-29 21:00:00,4792,246.42,8.3,92
U9342,2024-06-29 22:00:00,2925,60.37,3.3,69
U9343,2024-06-29 23:00:00,11071,107.61,8.5,98
U9344,2024-06-30 00:00:00,12190,712.15,4.4,86
U9345,2024-06-30 01:00:00,2331,655.2,3.2,71
U9346,2024-06-30 02:00:00,6452,334.68,6.4,61
U9347,2024-06-30 03:00:00,11452,96.28,9.6,89
U9348,2024-06-30 04:00:00,7333,658.35,9.2,64
U9349,2024-06-30 05:00:00,8157,241.43,9.9,96
U9350,2024-06-30 06:00:00,13471,764.84,4.7,73
U9351,2024-06-30 07:00:00,3140,442.17,7.9,85
U9352,2024-06-30 08:00:00,8575,586.38,3.4,67
U9353,2024-06-30 09:00:00,2643,396.36,8.6,90
U9354,2024-06-30 10:00:00,7859,70.76,6.7,62
U9355,2024-06-30 11:00:00,14587,97.38,10.0,87
U9356,2024-06-30 12:00:00,6097,781.99,4.7,73
U9357,2024-06-30 13:00:00,14345,359.18,8.5,70
U9358,2024-06-30 14:00:00,6902,187.38,4.2,88
U9359,2024-06-30 15:00:00,9190,590.22,5.0,99
U9360,2024-06-30 16:00:00,11484,711.64,5.1,71
U9361,2024-06-30 17:00:00,4710,250.24,7.0,68
U9362,2024-06-30 18:00:00,10987,478.34,5.6,95
U9363,2024-06-30 19:00:00,14620,234.04,6.1,78
U9364,2024-06-30 20:00:00,10869,666.91,6.7,66
U9365,2024-06-30 21:00:00,3752,115.1,3.4,76
U9366,2024-06-30 22:00:00,10595,329.39,7.7,82
U9367,2024-06-30 23:00:00,7193,334.92,7.5,71
U9368,2024-07-01 00:00:00,9430,527.69,9.8,66
U9369,2024-07-01 01:00:00,8402,183.66,3.9,84
U9370,2024-07-01 02:00:00,1318,406.26,3.2,73
U9371,2024-07-01 03:00:00,9753,464.03,3.9,90
U9372,2024-07-01 04:00:00,6212,718.16,6.0,84
U9373,2024-07-01 05:00:00,11999,444.99,4.5,70
U9374,2024-07-01 06:00:00,11569,148.94,4.5,70
U9375,2024-07-01 07:00:00,4413,126.0,9.1,66
U9376,2024-07-01 08:00:00,7385,743.1,5.3,62
U9377,2024-07-01 09:00:00,13896,784.75,5.9,74
U9378,2024-07-01 10:00:00,14787,175.27,7.8,62
U9379,2024-07-01 11:00:00,13230,613.52,5.4,76
U9380,2024-07-01 12:00:00,3659,238.04,6.9,66
U9381,2024-07-01 13:00:00,2507,674.69,6.7,70
U9382,2024-07-01 14:00:00,8089,122.46,4.8,79
U9383,2024-07-01 15:00:00,14736,377.84,8.0,60
U9384,2024-07-01 16:00:00,5961,497.05,8.8,91
U9385,2024-07-01 17:00:00,3020,689.38,8.5,97
U9386,2024-07-01 18:00:00,1154,692.54,5.8,80
U9387,2024-07-01 19:00:00,9733,188.22,9.5,90
U9388,2024-07-01 20:00:00,13447,775.34,9.3,76
U9389,2024-07-01 21:00:00,8378,528.91,4.9,84
U9390,2024-07-01 22:00:00,14077,544.08,3.9,92
U9391,2024-07-01 23:00:00,8892,716.74,9.3,71
U9392,2024-07-02 00:00:00,2604,290.22,8.2,87
U9393,2024-07-02 01:00:00,10876,361.41,5.2,85
U9394,2024-07-02 02:00:00,3536,788.74,5.1,95
U9395,2024-07-02 03:00:00,10471,62.4,5.3,67
U9396,2024-07-02 04:00:00,13343,700.37,9.0,91
U9397,2024-07-02 05:00:00,3899,681.88,4.7,85
U9398,2024-07-02 06:00:00,6861,246.81,7.6,64
U9399,2024-07-02 07:00:00,6278,666.27,8.8,97
U9400,2024-07-02 08:00:00,1868,297.68,5.7,72
U9401,2024-07-02 09:00:00,4013,521.73,3.4,78
U9402,2024-07-02 10:00:00,12358,385.16,8.3,65
U9403,2024-07-02 11:00:00,4310,126.0,3.1,65
U9404,2024-07-02 12:00:00,1682,721.52,8.8,75
U9405,2024-07-02 13:00:00,11455,458.94,5.5,88
U9406,2024-07-02 14:00:00,2461,411.36,8.6,77
U9407,2024-07-02 15:00:00,4829,709.62,6.8,91
U9408,2024-07-02 16:00:00,1145,296.02,5.5,88
U9409,2024-07-02 17:00:00,2974,477.76,9.3,76
U9410,2024-07-02 18:00:00,6627,711.71,8.4,64
U9411,2024-07-02 19:00:00,2820,307.16,3.6,91
U9412,2024-07-02 20:00:00,7267,645.15,9.5,88
U9413,2024-07-02 21:00:00,8868,435.78,6.3,88
U9414,2024-07-02 22:00:00,7962,168.32,4.0,62
U9415,2024-07-02 23:00:00,7475,80.44,8.4,63
U9416,2024-07-03 00:00:00,9796,595.04,6.6,84
U9417,2024-07-03 01:00:00,7332,246.41,7.7,81
U9418,2024-07-03 02:00:00,2606,661.8,7.9,70
U9419,2024-07-03 03:00:00,5239,191.7,4.4,67
U9420,2024-07-03 04:00:00,12391,475.89,9.8,86
U9421,2024-07-03 05:00:00,2547,120.1,3.7,81
U9422,2024-07-03 06:00:00,7973,601.83,7.2,62
U9423,2024-07-03 07:00:00,3772,624.28,4.0,86
U9424,2024-07-03 08:00:00,2987,737.41,9.1,70
U9425,2024-07-03 09:00:00,10577,471.02,4.2,86
U9426,2024-07-03 10:00:00,12835,129.83,6.1,66
U9427,2024-07-03 11:00:00,3896,670.82,3.6,86
U9428,2024-07-03 12:00:00,11011,285.42,6.1,70
U9429,2024-07-03 13:00:00,7975,724.7,3.0,84
U9430,2024-07-03 14:00:00,11846,783.38,6.1,98
U9431,2024-07-03 15:00:00,9174,149.37,7.8,75
U9432,2024-07-03 16:00:00,11311,112.22,4.3,80
U9433,2024-07-03 17:00:00,13909,723.2,6.9,85
U9434,2024-07-03 18:00:00,10137,724.16,6.3,86
U9435,2024-07-03 19:00:00,10497,488.9,5.3,76
U9436,2024-07-03 20:00:00,14735,716.09,7.7,90
U9437,2024-07-03 21:00:00,11093,747.89,10.0,73
U9438,2024-07-03 22:00:00,7582,466.54,9.6,82
U9439,2024-07-03 23:00:00,12887,564.9,9.8,61
U9440,2024-07-04 00:00:00,9350,510.18,3.1,85
U9441,2024-07-04 01:00:00,12986,180.95,4.8,85
U9442,2024-07-04 02:00:00,7013,377.18,9.5,81
U9443,2024-07-04 03:00:00,12514,561.04,3.3,87
U9444,2024-07-04 04:00:00,2350,507.7,5.6,65
U9445,2024-07-04 05:00:00,13912,211.32,7.6,98
U9446,2024-07-04 06:00:00,8684,732.32,9.9,78
U9447,2024-07-04 07:00:00,8057,638.05,4.9,80
U9448,2024-07-04 08:00:00,13625,101.34,8.3,79
U9449,2024-07-04 09:00:00,10846,308.06,7.6,90
U9450,2024-07-04 10:00:00,8985,796.65,7.3,86
U9451,2024-07-04 11:00:00,14395,342.36,8.2,74
U9452,2024-07-04 12:00:00,6875,547.57,4.8,90
U9453,2024-07-04 13:00:00,8280,125.51,5.4,68
U9454,2024-07-04 14:00:00,4030,283.19,6.9,76
